keywords,label
"내일로,순천게스트하우스,실내인테리어,1만원지원,스리랑카,순천가족룸,라킷키액자,3인실,아는사람에게만보인다,순천여행,숙박할인,복층온돌방,베어풋,패브릭커튼,안전한여행,그꽃길,코로나,순천내일로",1
"가족이라서,또다른가족,말판씨주민들,가족의탄생,코로나,안녕말판씨",1
"먹방,광어회,코로나,광안대교,수변공원,여행,좋아요,맞팔,휴무,셀카,뷰맛집,광안리,큐알코드,김치전,자리배치,보라,선팔,민락수변공원,거리두기,하늘,펭수,부산,반반,소통,라면,회,좋반,부추전,부침개",1
"결혼,좋은글,짧은글,김창옥tv,시집,인생,북스타그램,감사,유머스타그램😁,글,여행,책스타그램,연애스타그램,김미경tv,자작시,공감,글귀스타그램,웃음,코로나,제주도,인생글귀,감동,캘리그라피,시,성경,글그램,공감글귀,코로나19,시스타그램",1
"전세계,무료강연,자기개발,월드캠프,비대면,코로나극복,대외활동,축제,놀면뭐하니,무료,좋아요,좋테,좋반,아카데미,알찬방학,좋아요테러,대학생,코로나,좋아요반사,대학원생,첫줄,온라인월드캠프,집에서,오프라인,방학,서포터즈,취미생활",1
"유치원생,초등학생,내보물들,사랑한다,공휴일,중학생,고마워,고종사촌",1
"취미,중식자격증",1
"스타벅스,힐튼,해운대,맞팔,셀스타그램,selfie,장마,첫줄,데일리,럽스타그램,드라이브,휴가,ootd,얼스타그램,호캉스,부부스타그램,좋반,호텔,여행,딸바보,다이어트,육아스타그램,몸스타그램,코로나,헬스,가족,부산,선팔",1
빤짝이는너,1
"건대입구,화이트앤블루,단발머리,❤️,좋반,오늘의훈녀,좋아요,분위기,맞팔,오늘의패션,선팔,speechless,인스타그램,훈녀,셀카,마스크,디즈니영화,헤어추천,얼스타그램,팔로우,ootd,롯데시네마,코로나,셀스타그램,일상,알라딘,데일리,자스민😭💕,셀피",1
"dailypic,코로나,daily,데일리,⭐,데이트,일상,일상그램",1
"관광지,염창역,명동,서울골든호텔,남산타워,여행,영등포구청,코로나,방콕,바캉스,호텔,홍대,호캉스,패키지,서울",1
"데이트,캘리,일상,감성,연애스타그램,코로나,감성글귀,데일리,맞팔,코로나바이러스,취미,캘리그라피,낭만,글,글스타그램,글귀스타그램,연애",1
"pic,mask,변산반도,picture,색감보정,바닷가,변산,서해,여행지추천,여행에미치다_국내,사진,여행,바다,코로나,korea,사진작가,photography,여행스타그램,바다여행,아이들,필름사진,색감,사진스타그램,covid19,03년생,여행에미치다,photographer,photo",1
"비대면강의,운동,파워워킹,걸음수,코로나,캐시워크",1
"여행,체코,czech,여행스타그램,코로나,travel",1
"걷자,파워워킹,걸음수,비대면강의,코로나,캐시워크",1
"아프지마,너무맛있어,우삼겹추가,참을인,강사,먹고힘내,보양식,입원,계약서작성,코로나,낙지이야기,철판낙지볶음,중학교,외출,교통사고,면회금지,부천,조심해라",1
"코로나,운동,한강,한강라면,한강공원,잠원한강공원,캠핑,서울맛집,라이딩,답답,똥물,flybord,제트스키,우대표",1
"코로나,2박3일,여행,아이들은_아직_모름,가평,가족여행,🤣,맞벌이부부,주말부부,여행스타그램,5인가족,힐링여행,가평펜션,스파,힐링",1
